,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
482,2019-05-09 00:00:00,Vehicle loan or lease,Loan,Getting a loan or lease,Changes in terms mid-deal or after closing,"On Wednesday, XX/XX/XXXX I went to XXXX XXXX XXXX of XXXX to trade in my XXXX XXXX  XXXX and purchase a XXXX XXXX. I was told I was not approved for the XXXX but was approved for a XXXX XXXX XXXX. I signed paperwork showing that my payments were $ XXXX for 72 months and 18 % interest. I left that night in a brand new car. I was not given my signed paperwork as the finance guy said they were going to still look for a better deal with a lower interest rate. I brought the car back to the dealership on Saturday, XX/XX/XXXX due to the tire pressure light coming on, black smudges on the seats and to pick up my paperwork. I was told the papers werent ready and that they would give me a call. A few days later a received a call on Wednesday XX/XX/XXXX to come in and get paperwork. Once I arrived I was told that they had gotten busy and they did not need me. I would receive a call on Friday. XX/XX/XXXX I received a text stating they did not need me that day. Saturday XX/XX/XXXX I received a text to come in that morning. Once I arrived to the dealership I was then approched by the finance guy who was handling my stuff and was told that I actually was never approved for the XXXX Civic that I have been in possession of for almost 2 weeks. If I was never approved WHY ON EARTH would you allow me to leave in the car and put 600 miles on it?! I asked why none of this had been discussed the entire time the dealership had been asking me to come in and then leave because they didn't need me? I was then told that they found me a reall good deal on a used XXXX XXXX XXXX. I said no I did not want another used car and that I would rather keep my XXXX XXXX  and I wanted my down payment of {$800.00} back. I WAS TOLD NO I COULD NOT HAVE MY CAR BACK AND THAT I NEEDED TO LOOK AT THE USED CAR THEY WERE OFFERING. I looked at the car, and yes its very nice but still not what I came in for and felt like I was forced to take the deal because they could not give me my old car back. I was then told that my paperwork showing the XXXX payments of {$490.00} were a lie ... payments were actually almost {$600.00} a month. Payments on the used XXXX are {$510.00} a month, again not something I wanted. I was then told that they were giving me an extra warranty for the car free of charge. This was not the case, after having someone who used to work for XXXX review my paperwork, XXXX charged me an addiontial {$2500.00} on the loan for the said warranty. I AM SO UNHAPPY WITH THIS PLACE FORCING ME TO BUY SOMETHING I DIDN'T WANT.",None,AMERICAN HONDA FINANCE CORP,TX,761XX,None,Consent provided,Web,2019-09-09 00:00:00,Closed with explanation,Yes,,3364179
483,2019-01-08 00:00:00,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments,"In XX/XX/2019, I was able to reach a settlement with Capital One Finance after my account charged off. I was given the option to break up the amount of settlement up in 6 payments. I've made 4 of those payments. In XXXX, my mom passed and I called Cap One to see if I could hold off on making the payment until XXXX. I was immediately told no we can't do that.. figure out a way to pay. So I decided to sell the vehicle. I called for a payoff of the settlement on XX/XX/XXXX. The rep stated that she could not send anything and to call back the next day. I called back with the dealer for a payoff letter only to be told that they can't guarantee the amount because a payment was supposed to be made the day before, something the rep never said. I called back later and spoke with another rep who also said that there was nothing he could do so I requested that my call be escalated. That rep only faxed a payment history but it did not have a running balance nor the remaining amount. I found an option to get Cap One paid and have got nothing but the run around. I realize that the account charged off and I am responsible for the outcome but if we come to an agreement about the amount and they refuse to at least assist in getting them the money that was agreed upon, why make the process so hard. I find it very perplexing that now since I am trying to sell the vehicle to get them the money they won't assist in getting me the documents to do just that.",None,CAPITAL ONE FINANCIAL CORPORATION,PA,191XX,None,Consent provided,Web,2019-01-08 00:00:00,Closed with explanation,Yes,,3326128
484,9/23/2019,Vehicle loan or lease,Loan,Getting a loan or lease,Fraudulent loan,"Someone open auto loan in my name without my permission to do so.I am a victim of identity theft, and did not make the charge [ s ].",None,CAPITAL ONE FINANCIAL CORPORATION,TX,None,None,Consent provided,Web,9/23/2019,Closed with explanation,Yes,,3383444
485,8/31/2019,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,small charitable distribution withdrawals from large IRA at TIAA are rejected despite repetition on line and on phone and by email,None,"TIAA, FSB",IN,479XX,"Older American, Servicemember",Consent provided,Web,8/31/2019,Closed with explanation,Yes,,3359676
486,2019-11-09 00:00:00,Vehicle loan or lease,Loan,Getting a loan or lease,Fraudulent loan,I never went or got a loan for a car.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,070XX,None,Consent provided,Web,9/13/2019,Closed with explanation,Yes,,3370297
487,9/16/2019,Vehicle loan or lease,Loan,Getting a loan or lease,Confusing or misleading advertising or marketing,"Toyota Financials website advertises a {$500.00} rebate for recent college graduates and deferred payment for up to 90 days. 

When I purchased my new XXXX last month, the salesman confirmed the existence of this program in the state of Colorado. However, when I finalized my loan with the finance department, the representative denied the existence of such a program. I meet all of the following criteria outlined on Toyota Financialss website : XXXX XXXX XXXXXXXXXXXX",None,TOYOTA MOTOR CREDIT CORPORATION,CO,801XX,None,Consent provided,Web,9/16/2019,Closed with explanation,Yes,,3375780
488,9/14/2019,Vehicle loan or lease,Loan,Getting a loan or lease,Changes in terms mid-deal or after closing,"My issue is with Chrysler Capital. 

A little over a year go I needed to purchase a vehicle so that way I could work. At the XXXX XXXX XXXX there was a really nice 2018 XXXX limited edition truck that I was interested in getting so my boyfriend at the time talked to them about it and I filled out the credit application and they called back and told him that we would be able to do it and that the interest rate would be 7 %. So we headed down there to talk about it some more, they seemed very rushed to get me to sign the papers, honestly they were really pushy about the whole thing. So I signed the papers and we left, because they were rushing it and being so pushy about me buy this truck I didnt go over the paperwork in the Dealership, and this was my first time buying a vehicle so I didnt really know what I was doing and they took advantage of that. I was looking over the paperwork when I got home and noticed the interest rate wasnt 7 % like they had told me it was but it was instead 16.28 % and its financed through Chrysler Capital. After I found out how much the interest was we called the dealership and told them we wanted to bring the truck back because I didnt agree to that but they wouldnt take it back. {$41000.00} was they amount financed through them and after i will end up paying {$65000.00} for this vehicle. I have tried to talk to Chrysler Capital about this and they just told me I had to take it up with the dealership. My payments are {$870.00} a month and I can not afford that. I really struggle with making that payment and I have told them that and when I end up being late they call me sometimes 8 times a day and when I do answer and try to tell them whats going on sometimes they have been pretty rude to me about it. It honestly feels like harassment. I lost my job and it took me a couple months to find another one that paid decent then I got kicked out of my house and I had to find a new one so now I have rent and bills and have to buy food and I really struggle with this, its either pay the payment or be homeless and starve and if I pay the payment then I dont have enough money for food or my house and I will be homeless and starve. I have told them this and they wont do anything to help me. If I lose this vehicle then I wont be able to make it to work, its just be all on my own and I think that they have really pretty much screwed me over. I think that the reason they made the interest rate so high is because they were the only ones that agreed to finance my vehicle and they knew that so they knew I didnt have any other option. They did give me one extension for the two months I didnt have a good paying job but that didnt give me any time to be able to catch back up. The stress this has put me under hasnt been good for my health.",None,Santander Consumer USA Holdings Inc.,OK,None,None,Consent provided,Web,9/14/2019,Closed with explanation,Yes,,3374045
489,2019-04-10 00:00:00,Vehicle loan or lease,Loan,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"This particular account situation that is lately filing on my own credit document has a seriously unfavorable relation to my personal ability to obtain a present loan application. I highly recommend you generate verification that SANTANDER CONSUMER U has been reported completely in accordance with the Fair Credit Reporting Act regulations, it's really a serious problem to mis-report. Moreover, I was never 120 days late in any of my payments and I'm not greatly tuned in to the date opened so I prefer to ask your confirmation of the aforesaid item too. My proper request must be investigated as soon as possible and confirmed to be correct. Thanks!",None,Santander Consumer USA Holdings Inc.,NC,28214,None,Consent provided,Web,2019-04-10 00:00:00,Closed with explanation,Yes,,3396226
490,9/15/2019,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments,"I am from XXXX XXXX. In 2017 we were impacted by Hurricane Mara. After the Hurricane passed through the island everything was devastated. I lost my job, my house and everything that I have 'd. I didn't stopped making my auto loan payments with Banco Popular of Puerto Rico. After that I had to start making XXXX because I was unemployed and that was the only way I could provide food to my family. During a XXXX trip I was involved in a car accident where my car was declared total loss. I called the bank and told them about my situation and they told me that there was nothing that they could do. I had to stop making the payments of my loans ( because of income loss ). I was and still without a car and a job. I am struggling really hard. The insurance company payed them for the total loss. The bank closed the account, send it to a debt collector but when the check from the insurance company was payed they grabbed the account again ( but leaving it closed and with the late payments ). They are calling me and threatening saying that I still owe them {$1200.00} in charges and fees owed to them. I am still unemployed without a car. Moved with my grandmother and I am in a very deep XXXX ; I am seeing XXXX and XXXX. I am writing to see what can be done in this situation. In my credit reports it says that I owe them {$310.00} and they are telling me I owe {$1200.00}. I will be posting a copy of the report of that account, also you are authorized to check my IRS non filling for XXXX.Thanks.",None,BANCO POPULAR DE PUERTO RICO,PR,966,None,Consent provided,Web,9/15/2019,Closed with explanation,Yes,,3374613
491,10/26/2019,Checking or savings account,Savings account,Closing an account,Company closed your account,"I opened a savings and checking account with Chase bank on XX/XX/2019. The account was opened and I started the process to fund the account. I funded the account through a transfer initiated by Chase with my other bank. On XX/XX/XXXX I received an email stating Chase had canceled the transfer. I called Chase to ask why they had canceled the transfer and they told me they closed my account and canceled the transfer. I have asked repeatedly why my account had been closed right after I opened it and the only response I receive is "" Our account specialist reviewed the account and you can no longer bank with Chase. '' I am unsure what caused them to determine I am unbankable and I feel like they should have denied my account request initially instead of waiting for me to initiate the transfer. I would like Chase to take me off of their unbankable list because I have done nothing wrong. If there is something wrong with my banking history they should be able to explain to me why they decided to close my account. Thank you.",None,JPMORGAN CHASE & CO.,IL,617XX,None,Consent provided,Web,10/26/2019,Closed with explanation,Yes,,3418452
492,9/24/2019,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with fees charged,"I should not owe still 4 years later over XXXX Started this loan at XXXX and its now XX/XX/XXXX and I still owe XXXX XX/XX/XXXX I sent them over {$1200.00} as they claim I owed misc fee 's and late fee 's and return check fee 's which is not accurate at all, I been making my payments weekly and it seems over the years if my payment came in the XX/XX/XXXX when it was due theXX/XX/XXXX they fee my account. says my maturity date is XX/XX/XXXX was told today it won't be the case now with all this money paid my payments haven't started going straight towards principal as this loan is going into its 5th final year, I get lied too every-time I speak with someone I get a different story, I am sure if and when I deferred payments they added more and still took payment from me, I was charged when I deferred years ago, something is NOT right about this loan and I am looking for an attorney as well someone keeps adding fees to a vehicle that should be paid off XX/XX/XXXX I have much more documents I can send I have saved every chat and every letter. 

This Loan was not by any chance explained by the dealership this was sent years ago to them ( Santander ) my husband and I have been Financed with Santander consumer USA since XX/XX/XXXX at the time our credit wasn't the best but the dealership told us we could refi in a year with Santander when things got better, we are in XX/XX/XXXX and my payoff is still close to the day I bought this car, their interest rate is ridiculous over 20 % and I just found today because our credit reports showed an increase in our loan, which should be decreased as we make our payments that even thou our loan is due the XX/XX/XXXX of every month because they receive it from our bank on the XX/XX/XXXX they charge us fee 's because they do there reporting to the credit bureaus at the end of each month so now I have XXXX in fees because the transfer from my bank to theirs is a few days between, which I never knew about until I saw this on our credit report, so I called so with our credit much better I wanted to pay this and they were going to charge me to pay on the phone too, so I said no Ill have my bank send it, we tried trading in the vehicle but its now worth XXXX its a XXXX XXXX XXXX great shape 80 thous miles I would be upside down still by XXXX still Ill be paying this car until Im XXXX and Im only XXXX how can they get away with robbing us there are no other options but scamming us, and robbing us blind PLEASE CAN SOMEONE HELP US after all this happening to us I went online to see if anyone else has this issue and I can't believe we are not the only ones please help us consumers. back in XX/XX/XXXX we had to make deferred choices and they took those payments and gave us 5 late 's on our credit reports and charged us to do all this on top of high int, late fee 's etc they nickel and dime you every cent There accounting is not correct at all, and almost 9 months of these deferred payments is when they placed them on our CB, not even when they actually happened.",None,Santander Consumer USA Holdings Inc.,FL,347XX,None,Consent provided,Web,9/24/2019,Closed with non-monetary relief,Yes,,3384470
493,2019-03-10 00:00:00,Vehicle loan or lease,Loan,Struggling to pay your loan,Loan balance remaining after the vehicle is repossessed and sold,"On XX/XX/XXXX, my vehicle was repossessed by my finance company Santander Consumer USA. They stated that to reinstate the loan and be able to retrieve my vehicle I had to pay {$430.00}. After two weeks, I began to make attempts to payments. One such payment was made via my bill-pay with my bank, XXXX. I was subsequently told that that payment would be "" bounced back '' as an account in this status, the only acceptable payments were via a debit card, XXXX or XXXX XXXX. I then scrambled to pay an additional {$1000.00} to replace the {$1000.00} that Santander stated did not count towards the {$4300.00}. I was able to pay the {$1000.00} and when I did so on XX/XX/XXXX, I was told that I had to put a stop payment on the {$1000.00} via my bank. I attempted to do so via XXXX and the payment stated that it was "" pending '' however, Santander Consumer USA retained the {$1000.00} in spite of this and therefore retained {$5300.00} before releasing my vehicle. I requested that they return the {$1000.00} as this created a hardship and I would not be able to pay my mortgage as a result of this misinformation. On XX/XX/XXXX, I was to make the XXXX payment on my account and I have not yet heard from Santander as to the status of my request as of XXXX.",None,Santander Consumer USA Holdings Inc.,MD,207XX,None,Consent provided,Web,2019-03-10 00:00:00,Closed with explanation,Yes,,3393929
494,8/30/2019,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem related to refinancing,They made me get a paper notorized then a 3 week later they wanted me to get another paper notorized they they asked me five times for bank statement with my bank and other documents after 4 weeks the denied me claiming I put XXXX on application instead of XXXX claiming I lied about what I make they dont understand that I have pay medical insurance XXXX XXXX XXXX XXXX dental XXXX medicine and that comes out of my social security and they dont understand that why its XXXX and XXXX so they lied have witnessed that they lied they all of a sudden refuse to refinance my car loan they need to be out of business for not real practice procedures all delayed and I was told not to pay my other car loan that Im refinance so I have to pay them soon tomorrow they XXXX me up it cost me XXXX dollars for all this paperwork and stuff I had to pay for I want back I want them out of business keep this complaint on file so others who might have problems with them they arent a good customer relations company need to be out of business,None,OpenRoad Lending,PA,None,Older American,Consent provided,Web,8/30/2019,Closed with explanation,Yes,,3359530
495,9/13/2019,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem with paying off the loan,"The vehicle in question with this lien holder was involved in a hit and run accident by a stolen dump truck ( see linkXXXX XXXX XXXX ). My insurance company investigated and screwed around for almost 4 months ( 3.2 months ). The claim was settled with XXXX XXXX on XX/XX/2019 - they have screwed around and didn't issue payment for the vehicle until yesterday XX/XX/2019 - Santander whom I called a half a dozen times prior to this, even made a {$50.00} good will payment so SOMETHING had been paid, ( which they never reported or credited ) and charged off the account on XX/XX/2019 when they clearly KNEW it had been a total loss in early XXXX! They also kept me from making payments online via debit/credit for months and when I would call and try and make a payment just so SOMETHING would be paid, they kept giving me the runaround of "" dept is closed '' and they won't be open until XXXX tomorrow nonsense. 


So when I see the account is charged off on my credit report NOW they tell me that if i would've made payments they would've reimbursed me? something I've never heard of, why would they reimburse me when I would still have to file a claim with the GAP coverage to cover the balance of the loan. 

I call XXXX, I have attached, not only the statement from the bank I made the {$50.00} payment from but also the entire phone conversation with them stating everything that they said plus they said I should've been told that the first time I called and nobody would inform me of anything.",None,Santander Consumer USA Holdings Inc.,OH,440XX,None,Consent provided,Web,9/13/2019,Closed with explanation,Yes,,3373494
496,2019-11-08 00:00:00,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,"On XX/XX/2019 I transferred all funds ( less {$50.00} ) from my checking account ( xxxxXX/XX/XXXX ) to my savings account ( xxxxXX/XX/XXXX ) at the TCF Bank # XXXX, Branch XXXX located at XXXX XXXX XXXX XXXX., XXXX, AZ XXXX. 
On XX/XX/2019 I submitted a Recurring Debit Card Stop Payment Request Back Up Form. I was informed by the teller that my account would be charged {$37.00} for this request. Also, on XX/XX/XXXX XXXX  XXXX Payment submitted an ACH debit request for {$340.00}. 
On XX/XX/XXXX my savings account was debited {$350.00} which included a {$10.00} Overdraft Protection fee. My checking account was also debited for the {$37.00} Non-Sufficient Funds fee. I went to the bank to challenge this mistake and to clarify that I did not have Overdraft Protection and for my funds to be returned to the savings account. The teller presented my Stop Payment receipt to the branch manager who advised that she would resolve the matter and notify me accordingly. Before leaving the bank, I transferred {$100.00} to my checking account from my savings account. 
Later on XX/XX/XXXX I received an email thanking me for enrolling in TCF Banks Overdraft Protection Savings Transfer Service. 
On XX/XX/XXXX I received an email notifying me that the Overdraft Protection Service has been cancelled. 
On XX/XX/XXXX I sent an email to XXXX stating that I did not order Overdraft Protection, that my wife was given the runaround when she contacted customer service through the toll number, and that my funds should be returned to my savings account by XX/XX/2019. 
On XX/XX/XXXX I received Confirmation of Stop Payment Request by email. Also, on XX/XX/XXXX I went into the branch and spoke with the manager who advised me that I could not have my funds that were impermissibly removedreturned because the debit was a legitimate transaction. This made no sense to me and I politely left the bank. 
On XX/XX/XXXX I received and email notifying me that the {$37.00} Non-Sufficient Funds fee was reversed. Later on XX/XX/XXXX, my wife who generally handles the bankingwent to the bank and spoke with the assistant manger and still was not able to resolve the matter of the bank owning up to its mistakes and refunding our money. The assistant manager sent an email to the branch manager that we wanted the matter escalated beyond the branch. To date, we have not heard from TCF and our savings account has not been credited.",None,TCF FINANCIAL CORPORATION,AZ,853XX,Older American,Consent provided,Web,2019-11-08 00:00:00,Closed with monetary relief,Yes,,3337059
497,7/26/2019,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Unable to receive car title or other problem after the loan is paid off,Made payoff payment to BMO HARRIS AUTO LOANS on XX/XX/2019. Registered payment with them on XX/XX/2019. Said it takes 17 business days to release lien for payment to clear. I requested the lien to be released sooner due to the vehicle being given to my parents in another state. They are unable to register the vehicle until lien is removed. Was told they will fax to the DMV to release the and it never happens. They say title is in the mail and I never receive it has already been 15 business days.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO HARRIS BANK NATIONAL ASSOCIATION,KY,None,None,Consent provided,Web,7/26/2019,Closed with non-monetary relief,Yes,,3319968
498,10/16/2019,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem with paying off the loan,"I received a loan on a XXXX XXXX in XX/XX/XXXX. I never missed a single payment on the vehicle until XX/XX/XXXX, which was the very last payment due on the loan. We have moved three times in the last couple of years. I'm not sure if they ever tried to send us anything, but we never received it if they did. I went into the local Fifth Third Bank, because I could not find my payment book. That's when I was notified that I was making my last payment, when in reality I had one payment left after that ( the missed payment ). We received an email from XXXX XXXX about the missed payment, and I paid it immediately. It still negatively impacted my credit score by 60 points due to one misinformed missed payment after years of paying on time.",None,FIFTH THIRD FINANCIAL CORPORATION,FL,346XX,None,Consent provided,Web,10/16/2019,Closed with explanation,Yes,,3408062
499,9/23/2019,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,"I have set up payment arrangements twice via phone. Neither time has it been corrected on my account. 

XXXX I got on chat and was told in order to make payment arrangements, I'd have to call so I called. I asked if my current amount due could be put on the end of the loan, as I'd done once before, and payments resume in XXXX. I was told yes - and to call back at the beginning of XXXX to confirm I'd be making XXXX 's payment. I asked for email confirmation and never received it. 

XXXX XXXX XXXX XXXX ET I spoke with XXXX and the agreement she made with me is as follows : {$260.00} by XXXX of XXXX will bring me current with balance of {$28.00} and {$290.00} due XX/XX/XXXX will bring me up to date with remaining past due balance transferring to the end of loan. I paid the {$260.00} on XX/XX/XXXX and still none of the confirmations I requested, nor the correction of my account. 

XXXX MESSAGE I SENT TO SANTANDER - "" I called in XXXX and again in XXXX and spoke with representatives that ASSURRED me that my request to put the next two payments on the end of my loan so I could get caught up due to divorce was approved. So far that has not happened. I've paid what I can but it still shows past due. Now I will be able to resume payment in XXXX but I need the {$720.00} balance to NOT be overdue and put on end. DON'T TELL ME TO CALL BECAUSE I KEEP DOING THAT. I WANT THE AGREEMENT IN WRITING! '' Today, XX/XX/2019, I check and now the past due amount is {$1000.00}. 
I contacted them via chat because I am getting nothing in writing ONLY verbal and when it doesn't get done, my account is being affected - AND AGAIN THEY SAY CALL but all my efforts are going unattended.",None,Santander Consumer USA Holdings Inc.,OH,440XX,None,Consent provided,Web,9/23/2019,Closed with explanation,Yes,,3382787
500,8/20/2019,Vehicle loan or lease,Loan,Struggling to pay your loan,Problem after you declared or threatened to declare bankruptcy,I requested a payoff as I thought the car had been paid in full but due to move maybe the lien release card got lost in mail. payoff came and shows a balance of {$7700.00} which was more than the letter I had received back in XX/XX/XXXX/XX/XX/XXXX which stated balance was {$6900.00}. I had worked with the company before was told that was balance and no interest would be due. not sure I how I went from owing {$6900.00} to now {$7700.00} especially when i had made payments. I could see if I was of {$1000.00} or so but showing I owed more than originally stated in letter is unacceptable. they then called to see if it was going to be paid off as I had thought of refinancing which of course I can do when the balance is wrong. they are now contacting family members,None,"Hogan Capital II, LLC",MN,550XX,None,Consent provided,Web,9/26/2019,Closed with explanation,Yes,,3346804
501,2019-10-09 00:00:00,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,"On XX/XX/XXXX I purchased a XXXX XXXX XXXX from XXXX XXXX in XXXX, NJ who obtained financing for my auto loan with Valley Bank. When it came time to have the loan documents signed, the finance associate that they sat us with had my husband sign all of the loan documents, despite the fact that he is not on the loan, only I am. He stated it wasnt a big deal with this bank hes very familiar and theyre not too picky. Not one signature on the loan documents is mine. 
Fast forward to the present on XX/XX/XXXX I made of payment of {$200.00} XXXX my required regular payment is {$800.00}, I accidently inverted the 2 and the 8 and didnt catch it the day of ). On XX/XX/XXXX I made a payment of {$590.00} to make up the rest of the payment, as it was my intention to pay the whole amount originally. On XX/XX/XXXX I was mailed a delinquency notice that my loan was now 15 days overdue. I called the number on the notice, at approximately XXXX on XX/XX/XXXX, and inquired about the notice as I had made my payment, it was just coming through as two by mistake. She was extremely rude, and informed me that the reason I got the notice is because I need to make my required payment, and that the bank doesnt consider partial payments as a regular payment. I informed her that my bank had sent the money, and again stated it was a simple error I corrected the next day, the payment still wasnt due until XX/XX/XXXX. When I finally got her to understand that that was not my intention, that I wanted to make the entire payment by the due date, she found the rest of the money and stated she was going to fix the payment to be applied correctly that day. 
On XX/XX/XXXX I was mailed yet another delinquency notice that my loan was 15 days past due. I double checked my records, as I knew I made the required XXXX payment ( XX/XX/XXXX - {$800.00} payment not due until XX/XX/XXXX ). On XX/XX/XXXX at XXXX am I called Valley bank yet again and spoke with XXXX, who started to tell me I didnt make the required payment. I AGAIN explained the situation, and that it was supposed to be corrected on XX/XX/XXXX ( I was assured at that time I would not pay any late fees and my credit would not be impacted ). She said she had no record of that, and that she had to send it to a supervisory for review. I asked to be put through to the supervisor at which I was told they had to research it and that I needed to call back later in the week. 
I dont appreciate being treated so poorly my loan has never been late, and its a loan that wasnt even signed by me! I would like the CFPBs help in getting this matter resolved, as it is extremely annoying to receive a delinquency notice every month on a loan that is current.",None,VALLEY NATIONAL BANCORP,PA,194XX,None,Consent provided,Web,9/20/2019,Closed with monetary relief,Yes,,3369382
502,10/23/2019,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,This company is an absolute rip off! These people need to be shut down they are crooks stealing and trying to take people 's. I dealt with XXXX of Danco Financial who came and repossessed a vehicle that should have never been taken in the first place. I had a payment arrangement set up and paid half of it like I was suppose to yet they still came and got the car. I don't understand how this company is still in business. When you call all you hear is XXXX music while on hold. I'm sure they have done this to a lot of people. They pray off o those who have less then perfect credit and are unable to get a vehicle at a normal dealership. I wish you all would really investigate the deals and complaints you have from this company. I bet there would be a class action lawsuit regarding all of their practices.,None,"Danco Financial Services, LLC",GA,300XX,Servicemember,Consent provided,Web,10/23/2019,Closed with explanation,Yes,,3415342
503,9/19/2019,Vehicle loan or lease,Loan,Improper use of your report,Credit inquiries on your report that you don't recognize,On XX/XX/XXXX my credit was fraudulently ran without my permission or consent. I have been a victim of fraud and Identity Theft. On XX/XX/XXXX I signed up for XXXX XXXX because I have received several letters for credit that I had no knowledge of and to have a better understanding I needed to know what was reporting on my credit file. I immediately called the company phone number listed on the correspondence only to be transferred to and from numerous departments being left on hold and then the phone being disconnected but promised a transfer to someone who I can report this fraud. I am desperately seeking someone to help me with this matter because its obvious they will continue to ping pong with me because it isnt them and they probably could care less because the fraud is not happening to them and its not fair.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FC HoldCo LLC,AL,None,None,Consent provided,Web,9/19/2019,Closed with explanation,Yes,,3380540
504,11/20/2019,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,"I purchased a new vehicle on XX/XX/2019 and at that time traded-in my XXXX XXXX XXXX that was finance with Consumer Portfolio Services. Consumer Portfolio Services received the payoff for {$16000.00} on XX/XX/2019 for the XXXX XXXX XXXX. I reviewed the payment history information on their ( CPS ) website ( attached ) that stated the total paid was {$16000.00} to pay the account in full. It broke down the total paid into 3 different categories ( Interest {$470.00}, Principal {$16000.00} and Fee 's {$190.00} ) documenting the total paid {$16000.00}. I knew the dealership sent a payoff of {$16000.00} so I was aware I was due a refund around {$250.00} based on the total paid that was documented. I contacted Consumer Portfolio Services on XX/XX/2019 to inquire about the difference in the total paid and the payoff check received. I spoke with XXXX XXXX who advised me she would escalate the account to be reviewed by audit. I called back on XX/XX/2019 and spoke with a supervisor who basically confirmed that the total paid of {$16000.00} was not accurately document nor was the letter that was sent to me by them. They advised me the total paid was XXXX but that was not document in the payment history on my account nor the letter that I received from them. Due to the documentation shows inaccurate information I am requesting a refund/overpayment of {$260.00}. The company did advise me they was going to do a audit on my account to update the correct amount.",None,"Consumer Portfolio Services, Inc.",VA,238XX,None,Consent provided,Web,11/20/2019,Closed with explanation,Yes,,3444381
505,10/16/2019,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with the interest rate,"When I purchased this vehicle the sale price was {$10000.00}. I put {$1800.00} down ask somehow the company reported a balance of {$14000.00}. This is NOT CORRECT. After they sold the vehicle, it now shows a balance of {$8100.00}. My interest rate was 28 %. Please remove this account from my credit report immediately as this incorrect information has caused me a lot of emotional distress and higher interest-rates with other lines of credit.",None,"Danco Financial Services, LLC",TX,782XX,None,Consent provided,Web,10/16/2019,Closed with explanation,Yes,,3408386
506,2019-10-09 00:00:00,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Unable to receive car title or other problem after the loan is paid off,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,CA,951XX,None,Consent provided,Web,2019-10-09 00:00:00,Closed with explanation,Yes,,3368872
507,9/18/2019,Vehicle loan or lease,Loan,Improper use of your report,Reporting company used your report improperly,"I inquired about refinancing my auto loan with auto pay back in XXXX of XXXX and did not go through the process. 

They re-shared my information without my request, approval and consent with other creditors including XXXX on XX/XX/XXXX, resulting in unsolicited and unproved credit inquiries. 

I contacted XXXX which directed me to XXXX which directed me to auto pay. XXXX XXXX from XXXX gave them the information for XXXX XXXX at XXXX ( XXXX and XXXX ) to address the situation. I have left multiple voicemails to XXXX on XX/XX/XXXX and have sent her an email without being able to get in touch with her. 

I had previously emailed XXXX to inquire about this issue and have not received a response yet.",None,"AC Autopay, LLC, Denver, CO Branch",TX,750XX,None,Consent provided,Web,9/18/2019,Untimely response,No,,3378262
508,9/23/2019,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem with paying off the loan,I sent in a cashiers check over a week ago and it's been confirmed received and they still havent updates my account and still charging me daily interest. This is causing financial harm and totally illegal. I need them to credit my cashiers check to reflect payment in full and manually updated the 3 credit reporting agencies to show the account is XXXX balance and paid off.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",TX,76092,None,Consent provided,Web,9/23/2019,Closed with explanation,Yes,,3383649
